0.241,0.118,0.109,0.036,0.137,0.309,0.113,0.069,0.188
0.166,0.175,0.1125,0.12,0.159,0.3504545454545455,0.169,0.136,0.17099999999999999
0.205,0.076,0.196,0.344,0.159,0.307,0.122,0.253,0.237
1.159625,0.719,0.9763571428571428,0.878,1.4347142857142856,2.1195,1.843,1.055,0.9245000000000001
0.141,0.07825,0.137,0.067,0.1785,0.31,0.149,0.0555,0.2055
0.238,0.143,0.156,0.053,0.111,0.3324,0.1615,0.108,0.348
0.2952,0.406,0.116,0.201,0.187,0.293,0.094,0.194,0.132
0.122,0.1,0.094,0.054,0.8925,0.8766666666666666,0.328,0.054,0.279
0.0085,0.01,0.013,0.127,0.037,0.195,0.081,0.03,0.075
0.067,0.078,0.083,0.092,0.105,0.078,0.238,0.108,0.0595
0.089,0.06,0.089,0.057,0.347,0.5140000000000001,0.1745,0.06,0.169
0.16849999999999998,0.101,0.14,0.0545,0.157,0.311,0.129,0.035,0.12079999999999999
0.108,0.028,0.068,0.025,0.051000000000000004,0.13,0.093,0.185,0.0775
0.098,0.056,0.155,0.06,0.186,0.293,0.195,0.085,0.095
0.2515,0.088,0.147,0.058,0.228,0.36366666666666664,0.1925,0.044,0.148
0.113,0.045,0.075,0.045,0.038,0.215,0.112,0.037,0.09
0.24,0.116,0.122,0.07050000000000001,0.145,0.278,0.148,0.093,0.1
0.124,0.035,0.18,0.34550000000000003,0.247375,0.366,0.1665,0.28,0.398
0.131,0.055,0.025,0.027,0.088,0.311,0.012,0.036,0.112
0.243,0.561,0.107,0.20425,0.17566666666666664,0.38,0.113,0.208,0.387
0.28444444444444444,0.098,0.155,0.08399999999999999,0.7693333333333333,0.859,0.6255000000000001,0.067,0.139
0.3985,0.165,0.1765,0.114,0.682,0.8505,0.41033333333333327,0.131,0.154
0.307,0.219,0.14200000000000002,0.119,0.47124999999999995,0.714,0.446,0.132,0.23025
0.013,0.011,0.011,0.073,0.08866666666666667,0.254,0.13,0.064,0.10500000000000001
0.014,0.02,0.016,0.012,0.076,0.086,0.009,0.013,0.018
